# version=2025NOV01

Rom;Genre;Year;Manufacturer;System;Clone;AKNF;Buttons;Controls;Mature;Players;Monitor;Slow;Notes
sstrangr;Shooter / Gallery;1978;Yachiyo Electronics, Ltd.;Midway 8080 B/W;no;;1;joystick (2-way);;2P alt;CRT 15Khz;;
sstrike;Electromechanical / Bowling;1990;Strata/Incredible Technologies;Incredible Technologies 8-bit;no;;2;trackball;;4P alt;CRT 15Khz;;
sstriker;Shooter / Flying Vertical;1993;Raizing;Toaplan 2;yes;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
sstrikra;;1993;Raizing;Toaplan 2;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
sstrngr2;;1979;Yachiyo Electronics, Ltd.;Midway 8080 B/W;no;;1;joystick (2-way);;2P alt;CRT 15Khz;;
stactics;Shooter / Gallery;1981;Sega;Sega ST-V;no;;7;joystick (8-way);;1P;CRT 15Khz;;
stadh96a;;1996;Data East Corporation;Data East MLC;yes;;4;joystick (8-way);;???;CRT 15Khz;;
stadhero;Sports / Baseball;1988;Data East Corporation;Data East 68000;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
stadhr96;Sports / Baseball;1996;Data East Corporation;Data East MLC;no;;4;joystick (8-way);;2P sim;CRT 15Khz;;
stagger1;Shooter / Flying Vertical;1998;Afega;NMK 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
stakwin;Sports / Horse Racing;1995;Saurus;SNK Neo Geo;no;;4;joystick (8-way);;2P sim;CRT 15Khz;;
stakwin2;Sports / Horse Racing;1996;Saurus;SNK Neo Geo;no;true;4;joystick (8-way);;2P sim;CRT 15Khz;;
stankatk;Shooter / Tank Driving;1992;Microprose;Microprose 3D;no;;;;;2P sim;CRT 31Khz;;
starblad;Shooter / Flying (chase view);1991;Namco;Namco System 21;no;;4;joystick (analog);;1P;CRT 31Khz;;
starcas;Shooter / Field;1980;Cinematronics;Cinematronics;no;true;2;joystick (2-way);;2P alt;;;
starcas1;Shooter / Field;1980;Cinematronics;Cinematronics;yes;;2;joystick (2-way);;2P alt;;;
starcase;Shooter / Field;1980;Cinematronics (Mottoeis license);Cinematronics;yes;;2;joystick (2-way);;2P alt;;;
starcasp;Shooter / Field;1980;Cinematronics;Cinematronics;yes;;2;joystick (2-way);;2P alt;;;
starcrus;Shooter / Field;1977;RamTek;Ramtek 8080;no;;3;joystick (2-way);;2P sim;CRT 15Khz;;
starfght;Shooter / Gallery;1979;Jeutel;Galaxian Z80;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
starfigh;Shooter / Flying Vertical;1990;SunA;SunA Z80;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
starfir2;Shooter / Flying 1st Person;1979;Exidy;Exidy vector hardware;no;;1;joystick (analog);;1P;CRT 15Khz;;
starfira;;1979;Exidy;Exidy vector hardware;yes;;1;joystick (analog);;1P;CRT 15Khz;;
starfire;Shooter / Flying 1st Person;1979;Exidy;Exidy vector hardware;no;;1;joystick (analog);;1P;CRT 15Khz;;
starforc;Shooter / Flying Vertical;1984;Tehkan;Tecmo Z80;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
starfore;;1984;Tehkan;Tecmo Z80;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
stargate;Shooter / Flying;1981;Williams;Williams arcade hardware;no;true;6;vertical joystick (2-way);;2P alt;CRT 15Khz;;
starglad;Fighter / Versus;1996;Capcom;Sony ZN;no;;6;joystick (8-way);;2P sim;CRT 31Khz;YES;
stargld2;Fighter / Versus;1998;Capcom;Sony ZN;yes;;6;joystick (8-way);;2P sim;CRT 31Khz;;
stargrds;Shooter / Field;1987;Bally Midway;Midway MCR-3;no;;;double joystick (8-way);;3P sim;CRT 31Khz;;
starhawk;Shooter / Flying 1st Person;1979;Cinematronics;Cinematronics;no;;4;joystick (8-way);;2P sim;;;
starjack;Shooter / Flying Vertical;1983;Sega;Sega System 1;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
starjacs;;1983;Stern;Sega System 1;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
starlstr;Shooter / Flying 1st Person;1985;Namco;Nintendo VS. System;no;;2;joystick (8-way);;1P;CRT 15Khz;;
starshp1;Shooter / Flying 1st Person;1977;Atari;Atari discrete;no;;3;joystick (analog);;1P;CRT 15Khz;;
starshpp;Shooter / Flying 1st Person;1977;Atari;Atari discrete;yes;;3;joystick (analog);;1P;CRT 15Khz;;
starspnr;Slot Machine / Video Slot;;ACE;ACE fruit machine custom;no;;;;;???;CRT 15Khz;;
starswep;Puzzle / Misc.;1997;Axela/Namco;Namco System 11;no;true;3;joystick (8-way);;2P sim;CRT 31Khz;;
startrek;Shooter / Flying 1st Person;1982;Sega;Sega G80 video;no;true;4;dial;;2P alt;;;
startrgn;Puzzle / Misc.;2002;Namco;Namco System 10;no;;6;joystick (8-way);;1P;CRT 31Khz;;
startrkd;Shooter / Flying Horizontal;1981;bootleg;Williams arcade hardware;yes;;5;vertical joystick (2-way);;2P alt;CRT 15Khz;;
starw;Shooter / Gallery;1979;bootleg;Midway 8080 B/W;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
starwar1;;1983;Atari;Atari Vector;yes;;4;joystick (analog);;1P;;;
starwars;Shooter / Flying 1st Person;1983;Atari;Atari Vector;no;true;4;joystick (analog);;1P;;;
statriv2;Quiz / Questions in English;1984;Status Games;Status Games 6502;no;;4;;;2P alt;CRT 15Khz;;
statriv4;Quiz / Questions in English;1985;Status Games;Status Games 6502;no;;4;;;2P alt;CRT 15Khz;;
stcc;Driving / Race (chase view);1996;Sega;Sega Model 2;no;;4;joystick (8-way);;1P;CRT 25Khz;;
stdragon;Shooter / Flying Horizontal;1989;Jaleco;Jaleco Mega System 1;no;true;2;joystick (8-way);;2P alt;CRT 15Khz;;
steelta1;;1991;Atari Games;Atari Hard Drivin';yes;;4;joystick (analog);;1P;CRT 15Khz;;
steeltag;;1991;Atari Games;Atari Hard Drivin';yes;;4;joystick (analog);;1P;CRT 15Khz;;
steeltal;Shooter / Flying (chase view);1991;Atari Games;Atari Hard Drivin';no;;4;joystick (analog);;1P;CRT 15Khz;;
steeltap;;1991;Atari Games;Atari Hard Drivin';yes;;4;joystick (analog);;1P;CRT 15Khz;;
steelwkr;Puzzle / Misc.;1980;Taito;Midway 8080 B/W;no;true;2;joystick (2-way);;2P alt;CRT 15Khz;;
stellcas;Shooter / Field;1980;bootleg;Cinematronics;yes;;2;joystick (2-way);;2P sim;;;
stepstag;Music Game / Dance;1999;Jaleco;Jaleco Tetris P2;no;;;;;???;CRT 31Khz;;
stfight;Shooter / 1st Person;1986;Seibu Kaihatsu;Seibu Z80;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
stfighta;Shooter / 1st Person;1986;Seibu Kaihatsu;Seibu Z80;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
stg;Shooter / Flying Vertical;1991;Athena / Tecmo;Seta 1st Gen;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
stinger;Shooter / Flying Horizontal;1983;Seibu Denshi;Seibu 68000;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
stinger2;Shooter / Flying Horizontal;1983;Seibu Denshi;Seibu 68000;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
stkclmnj;;1994;Sega;Sega C2;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
stkclmns;Puzzle / Drop;1994;Sega;Sega C2;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
stlforce;Maze / Shooter Large;1994;Electronic Devices Italy / Ecogames S.L. Spain;Electronic Devices 68000;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
stmblade;Shooter / Flying Vertical;1996;Visco;SSV;no;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
stocker;Driving / Race;1984;Bally/Sente;Bally Sente SAC-1;no;;1;dial;;1P;CRT 15Khz;;
stoffy;Maze / Digging * Mature *;1994;Midas (Unico license);Technos 68000;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
stompin;Whac-A-Mole / Footsteps;1986;Bally/Sente;Bally Sente SAC-1;no;;8;double joystick (8-way);;1P;CRT 15Khz;;
stoneage;Platform / Shooter Scrolling;1991;bootleg;Data East 68000;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
stoneba2;;1994;Art & Magic;Art & Magic;yes;true;3;joystick (8-way);;2P sim;CRT 15Khz;;
stonebal;Sports / Soccer;1994;Art & Magic;Art & Magic;no;;3;joystick (8-way);;4P sim;CRT 15Khz;;
storming;Shooter / Misc. Vertical;1986;Taito;Taito 8-bit;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
strahl;Shooter / Flying Horizontal;1992;UPL;NMK 68000;no;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
strahla;;1992;UPL;NMK 68000;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
stratab;Sports / Bowling;1990;Strata/Incredible Technologies;Incredible Technologies 8-bit;no;;2;trackball;;4P alt;CRT 15Khz;;
stratab1;Sports / Bowling;1990;Strata/Incredible Technologies;Incredible Technologies 8-bit;yes;;2;trackball;;4P alt;CRT 15Khz;;
stratgys;Shooter / Driving Vertical;1981;[Konami] (Stern license);Galaxian Z80;yes;;3;joystick (8-way);;2P alt;CRT 15Khz;;
stratgyx;Shooter / Driving Vertical;1981;Konami;Galaxian Z80;no;;3;joystick (8-way);;2P alt;CRT 15Khz;;
stratof;Shooter / Flying Horizontal;1991;Tecmo;Tecmo 68000;no;true;2;joystick (8-way);;2P sim;CRT 15Khz;;
stratvox;Shooter / Gallery;1980;[Sun Electronics] (Taito license);Sun Electronics 8080/Z80;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
streakng;Maze / Collect * Mature *;1981;Shoei;Galaxian Z80;no;;;joystick (4-way);;2P alt;CRT 15Khz;;
streets1;;1989;SNK;SNK 68000;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
streetsj;;1989;SNK;SNK 68000;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
streetsm;Fighter / Versus Co-op;1989;SNK;SNK 68000;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
streetsw;;1989;SNK;SNK 68000;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
strfbomb;Shooter / Flying Horizontal;1981;Omni;Konami Scramble;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
strhoop;Sports / Basketball;1994;Data East Corporation;SNK Neo Geo;no;;4;joystick (8-way);;2P sim;CRT 15Khz;;
strider;Platform / Fighter Scrolling;1989;Capcom;Capcom CPS-1;no;true;2;joystick (8-way);;2P alt;CRT 15Khz;;
strider2;Platform / Fighter Scrolling;1999;Capcom;Sony ZN;no;;6;joystick (8-way);;1P;CRT 31Khz;;
striderj;Platform / Fighter Scrolling;1989;Capcom;Capcom CPS-1;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
stridr2a;;1999;Capcom;Sony ZN;yes;;6;joystick (8-way);;1P;CRT 31Khz;;
stridrja;;1989;Capcom;Capcom CPS-1;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
stridrua;;1989;Capcom;Capcom CPS-1;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
striv;Quiz / Questions in English;1985;Hara Industries;Cinematronics 6502;no;;4;;;2P sim;CRT 15Khz;;
strkfgtr;Shooter / Flying 1st Person;1991;Sega;Sega Y-Board;no;;3;joystick (analog);;1P;CRT 15Khz;;
strkforc;Shooter / Flying;1991;Midway;Midway Y-Unit;no;true;3;joystick (8-way);;2P sim;CRT 15Khz;;
strkzone;Sports / Baseball;1988;Leland Corp.;Leland;no;;6;joystick (analog);;2P alt;CRT 15Khz;;
strnskil;Sports / Misc.;1984;Sun Electronics;Sun Electronics 6502;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
strtdriv;Driving / 1st Person;1993;Atari Games;Atari Hard Drivin';no;;6;paddle;;1P;CRT 15Khz;;
strtheat;Shooter / Driving (chase view);1985;Epos Corporation;Nintendo Donkey Kong hardware;no;;3;dial;;2P alt;CRT 15Khz;;
strvmstr;Quiz / Questions in English;1986;Enerdyne Technologies Inc.;Custom Z80;no;;4;;;4P alt;CRT 15Khz;;
stunrn2e;;1989;Atari Games;Atari Hard Drivin';yes;;2;joystick (analog);;1P;CRT 15Khz;;
stunrn3e;;1989;Atari Games;Atari Hard Drivin';yes;;2;joystick (analog);;1P;CRT 15Khz;;
stunrun;Shooter / Driving (chase view);1989;Atari Games;Atari Hard Drivin';no;;2;joystick (analog);;1P;CRT 15Khz;;
stunrun0;Shooter / Driving (chase view);1989;Atari Games;Atari Hard Drivin';yes;;2;joystick (analog);;1P;CRT 15Khz;;
stunrun2;Shooter / Driving (chase view);1989;Atari Games;Atari Hard Drivin';yes;;2;joystick (analog);;1P;CRT 15Khz;;
stunrun3;Shooter / Driving (chase view);1989;Atari Games;Atari Hard Drivin';yes;;2;joystick (analog);;1P;CRT 15Khz;;
stunrun4;Shooter / Driving (chase view);1989;Atari Games;Atari Hard Drivin';yes;;2;joystick (analog);;1P;CRT 15Khz;;
stunrun5;Shooter / Driving (chase view);1989;Atari Games;Atari Hard Drivin';yes;;2;joystick (analog);;1P;CRT 15Khz;;
stunrune;Shooter / Driving (chase view);1989;Atari Games;Atari Hard Drivin';yes;;2;joystick (analog);;1P;CRT 15Khz;;
stunrunj;Shooter / Driving (chase view);1989;Atari Games;Atari Hard Drivin';yes;;2;joystick (analog);;1P;CRT 15Khz;;
stunrunp;Shooter / Driving (chase view);1989;Atari Games;Atari Hard Drivin';yes;;2;joystick (analog);;1P;CRT 15Khz;;
stvbios;System / BIOS;1996;Sega;Sega ST-V;no;;;;;BIOS;CRT 15Khz;;
subhunt;Shooter / Gallery;1977;Taito;Sega Vic Dual;yes;;2;joystick (2-way);;1P;CRT 15Khz;;
subroc3d;Shooter / Flying 1st Person;1982;Sega;Sega Turbo;no;;1;joystick (8-way);;1P;CRT 15Khz;;
subs;Shooter / Field;1977;Atari;Atari discrete;no;;1;dial;;2P sim;CRT 15Khz;;
sucasino;Gambling / Cards;1984;Data Amusement;Cinematronics 6502;no;;1;joystick (2-way);;2P alt;CRT 15Khz;;
suchipi;;1993;Jaleco;Jaleco Mahjong;no;;;;;1P;CRT 15Khz;;
suikoenb;Fighter / Versus;1995;Data East;Sega ST-V;no;;6;joystick (8-way);;2P sim;CRT 15Khz;;
sundance;Puzzle / Misc.;1979;Cinematronics;Cinematronics;no;;1;;;2P sim;;;
sunsetbl;;1991;Konami;Konami;yes;;2;joystick (8-way);;4P sim;CRT 15Khz;;
supbtime;Platform / Run Jump;1990;Data East Corporation;Data East 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
supbtimj;;1990;Data East Corporation;Data East 68000;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
supdrapo;Gambling / Cards;1983;Stern;Stern 6809;no;;10;;;1P;CRT 15Khz;;
superbik;Shooter / Driving Horizontal;1983;Century Electronics;Centuri CVS;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
superbon;Maze / Shooter Small;;bootleg;Galaxian Z80;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
superbug;Driving / Race;1977;Atari;Atari discrete;no;;7;dial;;1P;CRT 15Khz;;
superchs;Driving / 1st Person;1992;Taito America Corporation;Taito F3;no;;6;joystick (analog);;1P;CRT 15Khz;;
superg;Shooter / Gallery;1979;hack;Galaxian Z80;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
supergx;Shooter / Gallery;1980;Nichibutsu;Galaxian Z80;yes;;1;joystick (2-way);;???;CRT 15Khz;;
superinv;Shooter / Gallery;;bootleg;Midway 8080 B/W;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
superman;Fighter / 2D;1988;Taito Corporation;Taito X-System;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
superpac;Maze / Collect;1982;Namco;Namco Super Pac-Man hardware;no;true;1;joystick (4-way);;2P alt;CRT 15Khz;;
superpcm;;1982;[Namco] (Bally Midway license);Namco Super Pac-Man hardware;yes;;1;joystick (4-way);;2P alt;CRT 15Khz;;
superspy;Fighter / Misc.;1990;SNK;SNK Neo Geo;no;true;4;joystick (8-way);;1P;CRT 15Khz;;
supertnk;Shooter / Field;1981;Video Games GmbH;Videogame Z80;no;;1;joystick (8-way);;2P sim;CRT 15Khz;;
supertr2;Quiz / Questions in English * Mature *;1986;Status Games;Status Games 6502;no;;4;;;2P alt;CRT 15Khz;;
supertr3;Quiz / Questions in English * Mature *;1988;Status Games;Status Games 6502;no;;4;;;2P alt;CRT 15Khz;;
superx;Shooter / Flying Vertical;1994;NTC;Dooyong 68000;no;;4;joystick (8-way);;2P sim;CRT 15Khz;;
superxm;Shooter / Flying Vertical;1994;Mitchell;Dooyong 68000;yes;;4;joystick (8-way);;2P sim;CRT 15Khz;;
suplup;Puzzle / Toss * Mature *;1999;Omega System;Custom Z80;no;;4;joystick (8-way);;2P sim;CRT 15Khz;;
supmodel;Puzzle / Outline * Mature *;1994;Comad & New Japan System;Kaneko ExPRO-02;no;;1;joystick (8-way);;2P sim;CRT 15Khz;;
supnudg2;Quiz / Questions in English;1989;Coinmaster;Custom gambling Z80;no;;4;;;???;CRT 15Khz;;
suprglob;Platform / Run Jump;1983;Epos Corporation;Epos Z80;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
suprgolf;Sports / Golf;;Nasco/Face?;Nasco 8-bit;no;;3;joystick (2-way);;2P alt;CRT 15Khz;;
suprleag;Sports / Baseball;1987;Sega;Sega System 16B;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
suprloco;Maze / Driving;1982;Sega;Sega System 1;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
suprmanj;;1988;Taito Corporation;Taito X-System;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
suprmatk;Shooter / Command;1981;Atari + Gencomp;Atari Vector;yes;;3;trackball;;2P alt;CRT 15Khz;;
suprmous;Platform / Run Jump;1982;Taito Corporation;Taito early discrete;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
suprmrio;Platform / Run, Jump & Scrolling;1986;Nintendo;Nintendo VS. System;no;true;2;joystick (8-way);;2P alt;CRT 15Khz;;
suprridr;Platform / Run, Jump & Scrolling;1983;Venture Line (Taito Corporation license);Taito 8-bit;no;;2;joystick (2-way);;2P alt;CRT 15Khz;;
suprslam;Sports / Basketball;1995;Banpresto / Toei Animation;Video System 68000;no;;4;joystick (8-way);;2P sim;CRT 15Khz;;
suprtrio;Platform / Run, Jump & Scrolling;1994;Gameace;Data East 68000;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
supxevs;Shooter / Flying Vertical;1986;Namco;Nintendo VS. System;no;;2;joystick (8-way);;1P;CRT 15Khz;;
suratk;Platform / Shooter Scrolling;1990;Konami;Konami;no;true;2;joystick (8-way);;2P alt;CRT 15Khz;;
suratka;Platform / Shooter Scrolling;1990;Konami;Konami;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
suratkj;Platform / Shooter Scrolling;1990;Konami;Konami;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
surfplnt;Sports / Skiing;1997;Gaelco;Gaelco 3D;no;;;paddle;;1P;CRT 31Khz;;
survarts;Fighter / Versus;1993;Sammy;SSV;no;;6;joystick (8-way);;2P sim;CRT 15Khz;;
survartu;;1993;American Sammy;SSV;yes;;6;joystick (8-way);;2P sim;CRT 15Khz;;
survival;Shooter / Field;1982;Rock-ola;Phoenix;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
susume;Puzzle / Drop;1996;Konami;Konami GV;no;;3;joystick (8-way);;2P sim;CRT 31Khz;;
sutapper;Platform / Run Jump;1983;Bally Midway;Midway MCR-1/2;yes;;1;joystick (4-way);;2P alt;CRT 31Khz;;
suzuk8h2;Driving / Motorbike;1993;Namco;Namco System 2;no;;;joystick (analog);;1P;CRT 15Khz;;
suzuk8hj;;1992;Namco;Namco System 2;yes;;;joystick (analog);;1P;CRT 15Khz;;
suzuka8h;Driving / Motorbike;1992;Namco;Namco System 2;no;;;joystick (analog);;1P;CRT 15Khz;;
suzume;Tabletop / Mahjong * Mature *;1986;Dyna Electronics;Dynax Mahjong;no;;;;;1P;CRT 15Khz;;
svc;Fighter / Versus;2003;Playmore;SNK Neo Geo;no;true;4;joystick (8-way);;2P sim;CRT 15Khz;;
svcboot;Fighter / Versus;2003;bootleg;SNK Neo Geo;yes;;4;joystick (8-way);;2P sim;CRT 15Khz;;
svcpcb;Fighter / Versus;2003;Playmore;SNK Neo Geo;no;;4;joystick (8-way);;2P sim;CRT 15Khz;;
svcpcba;Fighter / Versus;2003;Playmore;SNK Neo Geo;yes;;4;joystick (8-way);;2P sim;CRT 15Khz;;
svcplus;Fighter / Versus;2003;bootleg;SNK Neo Geo;yes;;4;joystick (8-way);;2P sim;CRT 15Khz;;
svcplusa;Fighter / Versus;2003;bootleg;SNK Neo Geo;yes;;4;joystick (8-way);;2P sim;CRT 15Khz;;
svcsplus;Fighter / Versus;2003;bootleg;SNK Neo Geo;yes;;4;joystick (8-way);;2P sim;CRT 15Khz;;
svf;Sports / Soccer;1994;Sega;Sega System 32;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
svolley;Sports / Volleyball;1989;V-System Co.;Video System 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
svolleyk;Sports / Volleyball;1989;V-System Co.;Video System 68000;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
svolleyu;Sports / Volleyball;1989;V-System Co. (Data East license);Video System 68000;yes;;2;joystick (8-way);;2P sim;CRT 15Khz;;
svolly91;Sports / Volleyball;1991;Video System Co.;Video System 68000;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
svs;Sports / Soccer;1994;Sega;Sega System 32;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
swa;Shooter / Flying 1st Person;1993;Sega;Sega Model 1;no;;3;joystick (analog);;2P sim;CRT 25Khz;;
swarm;Shooter / Gallery;1979;hack;Galaxian Z80;yes;;1;joystick (2-way);;2P alt;CRT 15Khz;;
swat;Shooter / Field;1984;Coreland / Sega;Sega System 1;no;;2;joystick (4-way);;2P alt;CRT 15Khz;;
swatpolc;Shooter / 3rd Person;2001;ESD;ESD 68000;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
swcourt;Sports / Tennis;1992;Namco;Namco NA-1;no;true;3;joystick (8-way);;4P sim;CRT 15Khz;;
swcourtj;Sports / Tennis;1992;Namco;Namco NA-1;yes;;3;joystick (8-way);;4P sim;CRT 15Khz;;
swimmer;Sports / Swimming;1982;Tehkan;Nichibutsu Z80;no;true;1;joystick (8-way);;2P alt;CRT 15Khz;;
swimmera;Sports / Swimming;1982;Tehkan;Nichibutsu Z80;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
swimmerb;Sports / Swimming;1982;Tehkan;Nichibutsu Z80;yes;;1;joystick (8-way);;2P alt;CRT 15Khz;;
sws;Sports / Baseball;1992;Namco;Namco System 2;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
sws92;Sports / Baseball;1992;Namco;Namco System 2;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
sws92g;Sports / Baseball;1992;Namco;Namco System 2;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
sws93;Sports / Baseball;1993;Namco;Namco System 2;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
sws95;Sports / Baseball;1995;Namco;Namco NB-1;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
sws96;Sports / Baseball;1996;Namco;Namco NB-1;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
sws97;Sports / Baseball;1997;Namco;Namco NB-1;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
sws99;Sports / Baseball;1999;Namco;Namco System 12;no;;6;joystick (8-way);;2P sim;CRT 31Khz;;
swtrilga;;1998;Sega/LucasArts;Sega Model 3;yes;;2;joystick (analog);;1P;CRT 25Khz;;
swtrilgy;Shooter / Misc.;1998;Sega/LucasArts;Sega Model 3;no;;2;joystick (analog);;1P;CRT 25Khz;;
sxevious;Shooter / Flying Vertical;1984;Namco;Namco Galaga;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
sxyreac2;Arcade / Pinball * Mature *;1999;Sammy;SSV;no;;2;paddle;;1P;CRT 15Khz;;
sxyreact;Arcade / Pinball * Mature *;1998;Sammy;SSV;no;;2;paddle;;1P;CRT 15Khz;;
syvalion;Shooter / Flying Horizontal;1988;Taito Corporation;Taito H-System;no;;1;trackball;;2P alt;CRT 31Khz;;
szaxxon;Shooter / Flying Diagonal;1982;Sega;Sega Zaxxon hardware;no;;1;joystick (8-way);;2P alt;CRT 15Khz;;
tacscan;Shooter / Flying Vertical;1982;Sega;Sega G80 video;no;;2;dial;;2P alt;;;
tactcan2;;1981;[Konami] (Sega license);Namco Rally-X;yes;;2;joystick (4-way);;2P alt;CRT 15Khz;;
tactcian;Shooter / Gallery;1982;[Konami] (Sega license);Namco Rally-X;no;;2;joystick (4-way);;2P alt;CRT 15Khz;;
tagteam;Sports / Wrestling;1983;Technos (Data East license);Technos 8-bit;yes;;2;joystick (8-way);;2P alt;CRT 15Khz;;
tail2nos;Driving / Race;1989;V-System Co.;Video System 68000;no;;2;joystick (2-way);;1P;CRT 15Khz;;
tailg;Shooter / Flying 1st Person;1979;Cinematronics;Cinematronics;no;;2;joystick (analog);;1P;;;
taitofx1;;1995;Sony/Taito;Sony ZN;no;;;;;BIOS;CRT 31Khz;;
taitogn;;1997;Sony/Taito;Sony ZN;no;;6;joystick (8-way);;BIOS;CRT 31Khz;;
taiwanmb;Tabletop / Mahjong * Mature *;1988;MIKI SYOUJI;Nichibutsu Mahjong;no;;;;;1P;CRT 15Khz;;
talbot;Maze / Collect & Put;1982;Volt Electronics (Alpha license);Alpha Denshi 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
tangtang;Platform / Run Jump;2000;ESD;ESD 68000;no;;2;joystick (8-way);;2P sim;CRT 15Khz;;
tank8;Maze / Shooter Small;1976;Atari;Atari discrete;no;;1;vertical double joystick (2-way);;8P sim;CRT 31Khz;;
tank8a;Maze / Shooter Small;1976;Atari;Atari discrete;yes;;1;vertical double joystick (2-way);;8P sim;CRT 31Khz;;
tank8b;Maze / Shooter Small;1976;Atari;Atari discrete;yes;;1;vertical double joystick (2-way);;8P sim;CRT 31Khz;;
tank8c;Maze / Shooter Small;1976;Atari;Atari discrete;yes;;1;vertical double joystick (2-way);;8P sim;CRT 31Khz;;
tank8d;Maze / Shooter Small;1976;Atari;Atari discrete;yes;;1;vertical double joystick (2-way);;8P sim;CRT 31Khz;;
tankbatt;Maze / Shooter Small;1980;Namco;Namco early 8-bit;no;;1;joystick (4-way);;2P alt;CRT 15Khz;;
tankbust;Maze / Shooter Large;1985;Valadon Automation;Valadon 8080;no;;2;joystick (8-way);;2P alt;CRT 15Khz;;
tankfrce;Maze / Shooter Small;1991;Namco;Namco System 1;no;;3;joystick (8-way);;2P sim;CRT 15Khz;;
tankfrcj;;1991;Namco;Namco System 1;yes;;3;joystick (8-way);;2P sim;CRT 15Khz;;
tantr;Multiplay / Mini-Games;1992;Sega;Sega C2;no;;1;joystick (8-way);;2P sim;CRT 15Khz;;
tantrbl;Multiplay / Mini-Games;1992;bootleg;Sega C2;yes;;1;joystick (8-way);;2P sim;CRT 15Khz;;
tantrbl2;Multiplay / Mini-Games;1994;bootleg;Sega C2;yes;;1;joystick (8-way);;2P sim;CRT 15Khz;;
tantrkor;Multiplay / Mini-Games;1993;Sega;Sega C2;yes;;1;joystick (8-way);;2P sim;CRT 15Khz;;
